% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=132790, Mon Jun 16 14:57:18 2025, <python>{}</python>
1 14 0.09463023944109725 1.0000483345014077 16.084482643946718 1.6084482643946718e+01 16.128587589834936 16.173303404089367 0.045292048890893   
2 28 0.09062664816500332 1.064683491875009 16.084482643946718 1.6095815925192390e+01 16.129400057440765 16.153742640301157 0.04574555593593033   
3 42 0.08808727708062043 1.0945075006688971 16.084482643946718 1.6101522947135322e+01 16.12959259096794 16.147905773794594 0.0252197465799604   
4 56 0.08661788237009067 1.0974559856648418 16.070942844997294 1.6070942844997294e+01 16.104872453448653 16.15903462228235 0.03665976547497962   
5 70 0.08302050650304522 1.1093996474116652 16.070942844997294 1.6070966629714210e+01 16.118328277667747 16.178172348979324 0.03696576671380214   
6 84 0.08092770271839397 1.1283991369567568 16.066355207355688 1.6066355207355688e+01 16.1132548346261 16.25539856897569 0.037076261717455594   
7 98 0.0800330696167419 1.148631895977967 16.05623109560378 1.6056231095603781e+01 16.094980433317236 16.124617414224055 0.025972011543800022   
8 112 0.07998652560930834 1.1630301053823653 16.049544751639917 1.6049544751639917e+01 16.092459755735153 16.144818899766648 0.031946956701993656   
9 126 0.08042884018228148 1.1788279775929025 16.04521343905408 1.6045213439054081e+01 16.085832709879536 16.160892569554314 0.024426796893521896   
10 140 0.08104605933024472 1.190264642442137 16.04521343905408 1.6058010308940659e+01 16.07574971235109 16.14895516290874 0.018806790142342322   
11 154 0.08065038279655758 1.2049988988778189 16.04521343905408 1.6049012043511677e+01 16.073023836786167 16.09803763153134 0.030483406162026938   
12 168 0.08141784132341667 1.217027718481201 16.04521343905408 1.6049147914434947e+01 16.072269644387596 1e+18 0.022922516758669076   
13 182 0.07937275207761724 1.2375015104604776 16.04521343905408 1.6048043885788527e+01 16.084457266300966 1e+18 0.03465024386651905   
14 196 0.07737662675659598 1.2505800194722656 16.04521343905408 1.6060512786620166e+01 16.076098679164044 1e+18 0.032796617690721064   
15 210 0.07504256295204348 1.2766579833469331 16.0423670326279 1.6042367032627901e+01 16.082604488171317 1e+18 0.0423451669853705   
16 224 0.07405827378335733 1.28548127902615 16.0423670326279 1.6042375699786795e+01 16.070356665326315 16.104705612296627 0.0313188675835967   
17 238 0.0733482108930739 1.3183823809221338 16.03753195748336 1.6037531957483360e+01 16.06885063038228 1e+18 0.02951357785471842   
18 252 0.0738967616225088 1.337947361663198 16.03753195748336 1.6038488629823952e+01 16.074525973066095 1e+18 0.03716186213696204   
19 266 0.07367757455685549 1.3445542323008322 16.03753195748336 1.6040320017457340e+01 16.05478518320125 16.093961637770327 0.02494704112111279   
20 280 0.07370933152042865 1.356274120220374 16.02804404407511 1.6028044044075109e+01 16.06556584770648 1e+18 0.03844201734519359   
21 294 0.07235086273061804 1.3858854198168755 16.02804404407511 1.6031229329292508e+01 16.055974712702305 16.082575865214405 0.01317796900277557   
22 308 0.06892398933971756 1.4086478554160107 16.02804404407511 1.6033930265511991e+01 16.055590159859324 16.082765597958915 0.02031431917954052   
23 322 0.06681710726056228 1.4170616889796457 16.02804404407511 1.6042019311173021e+01 16.058019223089897 1e+18 0.02582807075869553   
24 336 0.06496752370911017 1.4123358168617586 16.02804404407511 1.6029832600781845e+01 16.059175971806912 16.09997764308897 0.03256363658836037   
25 350 0.06257954656939647 1.4210143719229928 16.02804404407511 1.6039851676246617e+01 16.052936177139273 1e+18 0.02527444911356369   
26 364 0.061029572972619524 1.4250082639465664 16.027948352351697 1.6027948352351697e+01 16.05303475372505 16.079736019097997 0.016924557413087626   
27 378 0.058751018216247834 1.4211294767224378 16.027948352351697 1.6030040147063012e+01 16.048753392433632 16.08184346824034 0.023313532392808867   
28 392 0.05738015413309698 1.4245062227521514 16.022084687199353 1.6022084687199353e+01 16.047666773330043 16.074605439947018 0.010643019536168197   
29 406 0.05669482552747912 1.4311898039143984 16.022084687199353 1.6025580389718236e+01 16.036056199611014 16.05570029949059 0.012907130744750361   
30 420 0.05496446298474703 1.4356062986875269 16.022084687199353 1.6027007704563772e+01 16.04638717523242 16.06097310654468 0.00911198450911499   
31 434 0.05357526467433876 1.4377072890329858 16.022084687199353 1.6027643816464337e+01 16.045641650478693 16.07295929474943 0.015746039473103934   
32 448 0.05246538570741996 1.4422433962292556 16.014976383665207 1.6014976383665207e+01 16.04056685438133 1e+18 0.01797856147484822   
33 462 0.05154544872862171 1.4482668995893218 16.014976383665207 1.6022232438805560e+01 16.038132043308902 1e+18 0.019086055177311323   
34 476 0.05144152314495291 1.4478043829706695 16.014976383665207 1.6016365171849653e+01 16.034319134429904 1e+18 0.017942291898904728   
35 490 0.051758139549200284 1.4650173763060295 16.014976383665207 1.6015886706033932e+01 16.02924420452547 1e+18 1e+18   
36 504 0.053059204239901674 1.4864575728612033 16.01369603803903 1.6013696038039029e+01 16.025891502792227 16.04746642256662 0.01450415063275301   
37 518 0.05268528421604663 1.488834642381114 16.009260675987424 1.6009260675987424e+01 16.023732066218333 1e+18 0.020321285569245617   
38 532 0.05147181968266843 1.5133952008817235 16.00788517269408 1.6007885172694081e+01 16.020299694972806 1e+18 0.010764497614967894   
39 546 0.05088150956581313 1.536874969223927 16.00410261814183 1.6004102618141829e+01 16.019660264141454 1e+18 0.01691445596490837   
40 560 0.05171816804442949 1.5478103189290586 15.997220975956655 1.5997220975956655e+01 16.01418935807232 1e+18 0.00596330838311232   
41 574 0.051733801178826366 1.5860301166996078 15.997220975956655 1.5998762594734993e+01 1e+18 1e+18 1e+18   
