,0,1
0,3.4579119471382076,0.1
1,6.916769560187607,5.881251522540256
2,10.375514076333769,8.31731300372158
3,13.834049127209003,10.186517597458796
4,17.292404330465107,11.762248563607644
5,20.75075556484544,13.150438901597585
6,24.20892002469666,14.405469643453296
7,27.67476611288027,15.559537276119961
8,31.134381556402047,16.63603501826089
9,34.60319400932304,17.645220757021445
10,38.060851835513866,18.602202560267706
11,41.522144892814524,19.509446900287525
12,44.981160998612346,20.37722868616204
13,48.44527324017134,21.208998325855077
14,51.908971117962786,22.010514133061804
15,55.38545620248784,22.7837598121914
16,58.84994289860429,23.53432731192626
17,62.32861094844144,24.259213280443426
18,65.81642506607855,24.077800486283873
19,68.55658169138539,23.041507733010274
20,70.36946004569417,22.19344240662265
21,73.56972501380994,21.61408311485254
22,77.26288864299117,22.19857074998061
23,80.72499727536892,22.260641190368798
24,83.87359478132211,21.158367100624336
25,87.17621559976212,20.089702170053133
26,90.6572173161419,18.90395307398105
27,94.06262978347763,17.56773798170842
28,97.28802261918399,16.154792592765496
29,100.34027836363359,14.690875536038753
30,103.55639595501442,13.156376537371056
31,106.60569971217853,12.814341824600302
32,109.7433885011376,13.944645574089531
33,112.94747339503796,15.027619643252743
34,116.16599302246733,16.058337432040695
35,119.39824510130636,17.03101281062207
36,122.76897546879923,17.954885634388297
37,126.19186877560901,18.870220502656874
38,129.6621393262178,19.756369982539546
39,133.16061107402163,20.615937048630066
40,136.64018624166573,21.447647373805733
41,140.0979380913213,22.244040315274493
42,143.5610363215108,23.008147427468227
43,147.05109779528416,23.748806924685876
44,150.54078435331112,24.472565151281984
45,154.01031938529758,24.190397490808326
46,157.02395888692138,23.164667930179696
47,158.8568827759052,22.24223144667889
48,162.65916987836098,21.657698984006995
49,166.17451632176454,20.395167632326885
50,169.643074464595,19.150666112254797
51,173.10760517766977,17.837830544756216
52,176.5656253353221,16.42208173650318
53,180.03561554125739,14.875230631935041
54,183.4891671565031,13.141256540763692
55,186.09910760832847,11.150914799097182
56,188.26454438730053,9.383640855431835
57,191.09404677033623,7.598460422883084
58,194.9583932454697,9.22732258131227
59,198.51175067459624,11.124922798667347
60,201.96304071367993,12.465379610804812
61,205.4622410515132,11.072560617504665
62,209.10924457515685,12.551737921456537
63,211.16440066401267,13.919274993606416
64,214.11147762782986,14.637721250566441
65,217.85464802482346,15.609275580236838
66,221.4637157274936,16.76366684417706
67,224.98870443132984,17.80761643480852
68,228.4703863704661,18.771283656895307
69,231.94221357825307,19.676836877887343
70,235.38347050853028,20.54011152834515
71,238.75603662886846,21.361384573562393
72,242.0843728297838,22.13672089770775
73,245.4470867616462,22.876139842905413
74,248.95137821615904,23.599680367131853
75,252.4727867871598,24.330799986353036
76,255.9663605388567,25.04399955450256
77,259.46235659103587,25.732035504462008
78,262.94143339239275,26.40260615402739
79,266.4082475002536,27.00242416336371
80,269.86795527150935,27.570775461923986
81,273.3258840302187,26.677926283244908
82,276.7860939866686,25.936384512603755
83,280.25308776462333,24.985057578387377
84,283.7319087192621,23.994065710170226
85,287.23079486950536,22.956735306637658
86,290.7460074756076,21.863835204181765
87,293.29139999161004,21.050490835947066
88,297.215120393887,21.600427762795555
89,300.1162502188822,22.406900317618973
90,302.7031267165792,23.026318282691904
91,306.7617779256382,23.581350653276868
92,310.1759872341262,24.426760135625667
93,313.69318713241313,25.11590539495383
94,317.1788975843078,25.806601922592215
95,320.65732932545524,26.47334144587884
96,324.1379778284713,27.122354704589366
97,327.61127512402106,27.756595788239625
98,331.0800530981277,28.37536929640245
99,334.54010038644515,28.39895295056889
100,337.9961611995934,27.532887001769016
101,341.4521636788185,26.639726261133124
102,344.9094040876746,25.715578557733327
103,348.37140911548687,24.756607498503694
104,351.84366351209644,23.757557627954892
105,355.331745935301,22.711450479726384
106,358.8086859097688,21.60964666458477
107,362.2920567256781,20.452375640146297
108,365.7565319508339,19.223227562064604
109,369.2148815943296,17.917305175464843
110,372.68149302052075,16.51099420815717
111,376.1404207546506,14.969314272040778
112,379.6252931085789,13.253504498709223
113,382.8129251130283,11.263532684833377
114,385.1698135388528,9.068644908696003
115,387.4779429965937,7.0173985577616484
116,389.897332111473,7.192038471888418
117,392.7488284144608,8.713168684807846
118,395.69378249757784,10.219308761349447
119,398.75727009826556,11.570817274115269
120,401.9486430154797,12.826483867289637
121,405.2805904454733,14.006648321672063
122,408.70759716096774,15.149444594008541
123,412.17603717718197,16.241174177438
124,415.65089919378806,17.275998924057067
125,419.1088250398858,18.254006655802495
126,422.5665892805443,19.177800120218667
127,426.0210028384632,20.059054311149474
